Dist Code,Year,State Code,State Name,Dist Name,RICE IRRIGATED AREA (1000 ha),WHEAT IRRIGATED AREA (1000 ha),GROUNDNUT IRRIGATED AREA (1000 ha),SUGARCANE IRRIGATED AREA (1000 ha),COTTON IRRIGATED AREA (1000 ha)
9,2011,6,Madhya Pradesh,Chhindwara,0,113.59,0.16,11.89,1.74
9,2012,6,Madhya Pradesh,Chhindwara,0,126.4,0.34,12.44,1.43
9,2013,6,Madhya Pradesh,Chhindwara,0,133.24,0.41,12.88,1.66
9,2014,6,Madhya Pradesh,Chhindwara,0.04,138.73,0.47,13.23,2.75
9,2015,6,Madhya Pradesh,Chhindwara,0.04,138.73,0.47,12.51,2.75
9,2016,6,Madhya Pradesh,Chhindwara,0.15,136.87,0.52,7.94,3.71
9,2017,6,Madhya Pradesh,Chhindwara,0.21,167.17,0.28,7.14,4.64
9,2018,6,Madhya Pradesh,Chhindwara,0.412,161.358,0.207,7.323,6.365
9,2019,6,Madhya Pradesh,Chhindwara,0.009,245.13,0.056,4.252,0.363
9,2020,6,Madhya Pradesh,Chhindwara,0.238,290.007,0.559,9.506,53.169
10,1966,6,Madhya Pradesh,Narsinghpur,0.5,2.8,0,0.7,0
10,1967,6,Madhya Pradesh,Narsinghpur,0.2,3.8,0,0.8,0
10,1968,6,Madhya Pradesh,Narsinghpur,0.1,5,0,1.4,0
10,1969,6,Madhya Pradesh,Narsinghpur,0.2,6,0,1.8,0
10,1970,6,Madhya Pradesh,Narsinghpur,0,8.3,0,1.5,0
10,1971,6,Madhya Pradesh,Narsinghpur,0.1,11.7,0,1.1,0
10,1972,6,Madhya Pradesh,Narsinghpur,0.1,11.9,0,1.1,0
10,1973,6,Madhya Pradesh,Narsinghpur,0,12.9,0,1.5,0
10,1974,6,Madhya Pradesh,Narsinghpur,0.1,14.3,0,1.8,0
10,1975,6,Madhya Pradesh,Narsinghpur,0,14.7,0,2.3,0
10,1976,6,Madhya Pradesh,Narsinghpur,0,14.4,0,2.2,0
10,1977,6,Madhya Pradesh,Narsinghpur,0,15.7,0,2.7,0
10,1978,6,Madhya Pradesh,Narsinghpur,0,17,0,3,0
10,1979,6,Madhya Pradesh,Narsinghpur,0.9,17,0,5.4,0
10,1980,6,Madhya Pradesh,Narsinghpur,0,17,0,5,0
10,1981,6,Madhya Pradesh,Narsinghpur,0,16.4,0,2.4,0
10,1982,6,Madhya Pradesh,Narsinghpur,0,18.5,0,2.7,0
10,1983,6,Madhya Pradesh,Narsinghpur,0,21.1,0,2.8,0
10,1984,6,Madhya Pradesh,Narsinghpur,0,21.6,0,2.7,0
10,1985,6,Madhya Pradesh,Narsinghpur,0,22,0,2.9,0
10,1986,6,Madhya Pradesh,Narsinghpur,0,26.7,0,3.8,0
10,1987,6,Madhya Pradesh,Narsinghpur,0,28.8,0,4.7,0
10,1988,6,Madhya Pradesh,Narsinghpur,0,31.1,0,4.7,0
10,1989,6,Madhya Pradesh,Narsinghpur,0,35.4,0,4.5,0
10,1990,6,Madhya Pradesh,Narsinghpur,0,39.71,-1,4.69,0
10,1991,6,Madhya Pradesh,Narsinghpur,0,43.88,0,5.19,0
10,1992,6,Madhya Pradesh,Narsinghpur,0,49.31,0,5.15,0
10,1993,6,Madhya Pradesh,Narsinghpur,0,54.91,0,5.19,0
10,1994,6,Madhya Pradesh,Narsinghpur,0,56.67,0,8.64,0
10,1995,6,Madhya Pradesh,Narsinghpur,0,56.52,0,9.41,0
10,1996,6,Madhya Pradesh,Narsinghpur,0,62.63,0,8.31,0
10,1997,6,Madhya Pradesh,Narsinghpur,0,82.98,0,7.67,0
10,1998,6,Madhya Pradesh,Narsinghpur,0,78.22,0,8.01,0
10,1999,6,Madhya Pradesh,Narsinghpur,0,78.47,0.04,10.1,0
10,2000,6,Madhya Pradesh,Narsinghpur,0,75.25,0,12.33,0
10,2001,6,Madhya Pradesh,Narsinghpur,0.03,66.35,0,12.35,0
10,2002,6,Madhya Pradesh,Narsinghpur,0.06,61.22,0.02,12.54,0
10,2003,6,Madhya Pradesh,Narsinghpur,0.02,60.05,0,13.54,0
10,2004,6,Madhya Pradesh,Narsinghpur,0.02,58.37,0,18.8,0
10,2005,6,Madhya Pradesh,Narsinghpur,0.06,53.73,0,25.63,0
10,2006,6,Madhya Pradesh,Narsinghpur,1.44,52.55,0,31.96,0
10,2007,6,Madhya Pradesh,Narsinghpur,0.94,54.3,0,32.33,0
10,2008,6,Madhya Pradesh,Narsinghpur,0.14,61.1,0.01,23.97,0
10,2009,6,Madhya Pradesh,Narsinghpur,1.91,64.07,0,22.09,0
10,2010,6,Madhya Pradesh,Narsinghpur,3.64,68.3,0,22.92,0
10,2011,6,Madhya Pradesh,Narsinghpur,4.44,76.92,0,33.43,0
10,2012,6,Madhya Pradesh,Narsinghpur,4.72,81.75,0,29.04,0
10,2013,6,Madhya Pradesh,Narsinghpur,10.02,92.03,0,40.96,0
10,2014,6,Madhya Pradesh,Narsinghpur,16.73,104.05,0,55.37,0
10,2015,6,Madhya Pradesh,Narsinghpur,27.38,104.43,0,63.28,0
10,2016,6,Madhya Pradesh,Narsinghpur,28.54,101.35,0,58.06,0
10,2017,6,Madhya Pradesh,Narsinghpur,27.63,95.13,0,58.68,0
10,2018,6,Madhya Pradesh,Narsinghpur,52.665,117.762,0.001,66.777,0
10,2019,6,Madhya Pradesh,Narsinghpur,60.477,143.09,0,68.533,0
10,2020,6,Madhya Pradesh,Narsinghpur,60.477,152.723,0.065,130.948,0.023
11,1966,6,Madhya Pradesh,Seoni / Shivani,20.5,0.2,0,0.5,0
11,1967,6,Madhya Pradesh,Seoni / Shivani,21.5,0.3,0,0.6,0
11,1968,6,Madhya Pradesh,Seoni / Shivani,23,0.9,0,0.8,0
11,1969,6,Madhya Pradesh,Seoni / Shivani,22.8,1.3,0,0.9,0
11,1970,6,Madhya Pradesh,Seoni / Shivani,23.2,2,0,0.8,0
11,1971,6,Madhya Pradesh,Seoni / Shivani,23.2,2,0,0.6,0
11,1972,6,Madhya Pradesh,Seoni / Shivani,20.9,2.3,0,0.7,0
11,1973,6,Madhya Pradesh,Seoni / Shivani,17.4,3.6,0,0.6,0
11,1974,6,Madhya Pradesh,Seoni / Shivani,20.1,3.5,0,0.6,0
11,1975,6,Madhya Pradesh,Seoni / Shivani,17.9,4.1,0,0.7,0
11,1976,6,Madhya Pradesh,Seoni / Shivani,18.9,3.2,0,0.7,0
11,1977,6,Madhya Pradesh,Seoni / Shivani,19.3,3.4,0,0.8,0
11,1978,6,Madhya Pradesh,Seoni / Shivani,20,4,0,0.9,0
11,1979,6,Madhya Pradesh,Seoni / Shivani,18.7,3.5,0,0.8,0
11,1980,6,Madhya Pradesh,Seoni / Shivani,19.7,4.2,0,0.7,0
11,1981,6,Madhya Pradesh,Seoni / Shivani,20.8,4.6,0,0.8,0
11,1982,6,Madhya Pradesh,Seoni / Shivani,20.1,4.7,0,0.8,0
11,1983,6,Madhya Pradesh,Seoni / Shivani,18.8,5.4,0,0.7,0
11,1984,6,Madhya Pradesh,Seoni / Shivani,20.2,6.6,0,0.8,0
11,1985,6,Madhya Pradesh,Seoni / Shivani,20.5,8.4,0,0.7,0
11,1986,6,Madhya Pradesh,Seoni / Shivani,21.8,7.2,0,0.7,0
11,1987,6,Madhya Pradesh,Seoni / Shivani,12.6,8.3,0,0.8,0
11,1988,6,Madhya Pradesh,Seoni / Shivani,19.9,11.6,0,0.8,0
11,1989,6,Madhya Pradesh,Seoni / Shivani,20.6,14.3,0,0.7,0
11,1990,6,Madhya Pradesh,Seoni / Shivani,19.4,18.55,-1,0.73,0
11,1991,6,Madhya Pradesh,Seoni / Shivani,17.21,16.21,0,0.72,0
11,1992,6,Madhya Pradesh,Seoni / Shivani,21.19,25.06,0,0.57,0
11,1993,6,Madhya Pradesh,Seoni / Shivani,19.33,34.25,0,0.44,0
11,1994,6,Madhya Pradesh,Seoni / Shivani,19.43,36.3,0,0.49,0
11,1995,6,Madhya Pradesh,Seoni / Shivani,20.31,35.06,0,0.58,0
11,1996,6,Madhya Pradesh,Seoni / Shivani,20.44,38.74,0,0.7,0.01
11,1997,6,Madhya Pradesh,Seoni / Shivani,21.14,27.9,0,0.71,0
11,1998,6,Madhya Pradesh,Seoni / Shivani,21.61,39.28,0,0.95,0
11,1999,6,Madhya Pradesh,Seoni / Shivani,22.44,44.34,0,1.19,0
11,2000,6,Madhya Pradesh,Seoni / Shivani,24.23,40.78,0,1.3,0
11,2001,6,Madhya Pradesh,Seoni / Shivani,23.99,45.73,0,1.37,0
11,2002,6,Madhya Pradesh,Seoni / Shivani,25.15,48.91,0,1.43,0
11,2003,6,Madhya Pradesh,Seoni / Shivani,23.22,52.21,0.01,1.57,0
11,2004,6,Madhya Pradesh,Seoni / Shivani,23.09,50.81,0.01,1.33,0
11,2005,6,Madhya Pradesh,Seoni / Shivani,25.98,59.73,0.05,1.36,0
11,2006,6,Madhya Pradesh,Seoni / Shivani,26.2,62.58,0.07,1.61,0
11,2007,6,Madhya Pradesh,Seoni / Shivani,26.83,72.25,0.04,1.86,0
11,2008,6,Madhya Pradesh,Seoni / Shivani,26.86,64.2,0.07,1.66,0
11,2009,6,Madhya Pradesh,Seoni / Shivani,27.32,68.36,0.06,1.4,0
11,2010,6,Madhya Pradesh,Seoni / Shivani,27.22,76.01,0.07,1.47,0
11,2011,6,Madhya Pradesh,Seoni / Shivani,29.69,83.84,0.06,1.4,0
11,2012,6,Madhya Pradesh,Seoni / Shivani,35.73,96.74,0.23,1.23,0
11,2013,6,Madhya Pradesh,Seoni / Shivani,44.59,115.09,0.15,1.08,0
11,2014,6,Madhya Pradesh,Seoni / Shivani,50.41,124.48,0.33,1.11,0
11,2015,6,Madhya Pradesh,Seoni / Shivani,44.69,118.6,0.16,0.9,0
11,2016,6,Madhya Pradesh,Seoni / Shivani,46.02,126.76,0.19,0.92,0
11,2017,6,Madhya Pradesh,Seoni / Shivani,39.02,143.98,0.02,0.88,0
11,2018,6,Madhya Pradesh,Seoni / Shivani,38.35,164.142,0.034,0.428,0
11,2019,6,Madhya Pradesh,Seoni / Shivani,34.205,220.413,0.019,0.476,0
11,2020,6,Madhya Pradesh,Seoni / Shivani,34.205,265.579,0.043,0.795,0.132
12,1966,6,Madhya Pradesh,Mandla,1,0.1,0,0.7,0
12,1967,6,Madhya Pradesh,Mandla,0.1,0.1,0,0.7,0
12,1968,6,Madhya Pradesh,Mandla,0.7,0.4,0,0.8,0
12,1969,6,Madhya Pradesh,Mandla,0.7,0.4,0,0.8,0
12,1970,6,Madhya Pradesh,Mandla,1.1,0.3,0,0.8,0
12,1971,6,Madhya Pradesh,Mandla,0.8,0.4,0,0.8,0
12,1972,6,Madhya Pradesh,Mandla,1.2,0.4,0,0.6,0
12,1973,6,Madhya Pradesh,Mandla,0.9,0.7,0,0.8,0
12,1974,6,Madhya Pradesh,Mandla,1.1,0.8,0,0.7,0
12,1975,6,Madhya Pradesh,Mandla,0.8,1,0,0.7,0
12,1976,6,Madhya Pradesh,Mandla,1.4,1.2,0,0.7,0
12,1977,6,Madhya Pradesh,Mandla,0.9,1.2,0,0.9,0
12,1978,6,Madhya Pradesh,Mandla,1,1,0,0.7,0
12,1979,6,Madhya Pradesh,Mandla,2.2,1.7,0,0.7,0
12,1980,6,Madhya Pradesh,Mandla,1.6,3.3,0,0.9,0
12,1981,6,Madhya Pradesh,Mandla,2.2,3.2,0,1.4,0
12,1982,6,Madhya Pradesh,Mandla,2.6,4.1,0,1.5,0
12,1983,6,Madhya Pradesh,Mandla,1.9,4,0,1.8,0
12,1984,6,Madhya Pradesh,Mandla,2.9,5.3,0,1.8,0
12,1985,6,Madhya Pradesh,Mandla,2.7,5.2,0,1.9,0
12,1986,6,Madhya Pradesh,Mandla,3.8,6.4,0,2.1,0
12,1987,6,Madhya Pradesh,Mandla,2.9,4.7,0,2.5,0
12,1988,6,Madhya Pradesh,Mandla,2.9,4.9,0,2.8,0
12,1989,6,Madhya Pradesh,Mandla,2.6,5.4,0,2.7,0
12,1990,6,Madhya Pradesh,Mandla,1.21,5.66,-1,1.94,-1
12,1991,6,Madhya Pradesh,Mandla,3.11,7.21,-1,2.31,-1
12,1992,6,Madhya Pradesh,Mandla,3.5,7.86,-1,2.38,-1
12,1993,6,Madhya Pradesh,Mandla,3.13,8.54,-1,2.33,-1
12,1994,6,Madhya Pradesh,Mandla,2.03,8.7,-1,2.56,-1
12,1995,6,Madhya Pradesh,Mandla,1.56,8.44,-1,2.33,-1
12,1996,6,Madhya Pradesh,Mandla,1.58,8.42,-1,1.33,-1
12,1997,6,Madhya Pradesh,Mandla,0.91,4.92,-1,1.81,-1
12,1998,6,Madhya Pradesh,Mandla,2.25,9.75,0,1.95,0
12,1999,6,Madhya Pradesh,Mandla,2.62,10.07,0,2.42,0
12,2000,6,Madhya Pradesh,Mandla,4.62,7.89,0,2.11,0
12,2001,6,Madhya Pradesh,Mandla,4.91,9.37,0,2.02,0
12,2002,6,Madhya Pradesh,Mandla,5.72,8.89,0,2.33,0
12,2003,6,Madhya Pradesh,Mandla,5.15,9.28,0,2.2,0
12,2004,6,Madhya Pradesh,Mandla,7.13,8.93,0,2.29,0
12,2005,6,Madhya Pradesh,Mandla,6.65,10.01,0,2.51,0
12,2006,6,Madhya Pradesh,Mandla,6.98,10.29,0,2.84,0
12,2007,6,Madhya Pradesh,Mandla,6.58,10.6,0,2.77,0
12,2008,6,Madhya Pradesh,Mandla,6.75,11.15,0,2.61,0
12,2009,6,Madhya Pradesh,Mandla,6.49,10.65,0,2.5,0
12,2010,6,Madhya Pradesh,Mandla,6.22,10.68,0,1.48,0
12,2011,6,Madhya Pradesh,Mandla,7.79,17.41,0,3.08,0
12,2012,6,Madhya Pradesh,Mandla,10.83,20.62,0,3.13,0
12,2013,6,Madhya Pradesh,Mandla,14.63,23.94,0,3.19,0
12,2014,6,Madhya Pradesh,Mandla,18.51,26.88,0,3.12,0
12,2015,6,Madhya Pradesh,Mandla,18.81,27.53,0,2.92,0
12,2016,6,Madhya Pradesh,Mandla,20.02,28.97,0,3.02,0
12,2017,6,Madhya Pradesh,Mandla,23.61,30.11,0,2.81,0
12,2018,6,Madhya Pradesh,Mandla,25.027,38.807,0,2.741,0
12,2019,6,Madhya Pradesh,Mandla,29.798,54.005,0,1.416,0
12,2020,6,Madhya Pradesh,Mandla,37.735,71.047,0,2.376,0.004
13,1966,6,Madhya Pradesh,Sagar,0.9,3.7,0,0.3,0
13,1967,6,Madhya Pradesh,Sagar,0.8,3.7,0,0.2,0
13,1968,6,Madhya Pradesh,Sagar,0.9,4.9,0,0.2,0
13,1969,6,Madhya Pradesh,Sagar,0.9,5.7,0,0.2,0
13,1970,6,Madhya Pradesh,Sagar,1,9.6,0,0.2,0
13,1971,6,Madhya Pradesh,Sagar,0.9,14.3,0,0.2,0
13,1972,6,Madhya Pradesh,Sagar,1.2,14,0,0.2,0
13,1973,6,Madhya Pradesh,Sagar,1.1,12.8,0,0.2,0
13,1974,6,Madhya Pradesh,Sagar,0.8,11.2,0,0.2,0
13,1975,6,Madhya Pradesh,Sagar,0.9,14.3,0,0.3,0
